query_id,ground_truth_label,ground_truth_evidence_doc_id,top1_evidence_doc_id,top1_retrieval_correct,claim_text,verdict,confidence,explanation,selected_rank,documents_evaluated,total_latency_ms,parse_success_all,evaluated
hmx-0183,SUPPORTED,evdoc-c0f0e5a913183354,evdoc-c0f0e5a913183354,True,A concert tour by Coldplay has been canceled.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence discusses a summons related to black-marketing of Coldplay concert tickets but does not confirm or deny the cancellation of the tour.,,3,7281.2,True,"[{'rank': 1, 'doc_id': 'evdoc-c0f0e5a913183354', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence discusses a summons related to black-marketing of Coldplay concert tickets but does not confirm or deny the cancellation of the tour.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a summons related to black-marketing of Coldplay concert tickets but does not confirm or deny the cancellation of the tour.', 'latency_ms': 2757.3}, {'rank': 2, 'doc_id': 'evdoc-4cf9d8660be05a19', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the cancellation of a Coldplay concert tour.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the cancellation of a Coldplay concert tour.', 'latency_ms': 2162.0}, {'rank': 3, 'doc_id': 'evdoc-8b82186e4a0abc60', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the cancellation of a Coldplay concert tour.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the cancellation of a Coldplay concert tour.', 'latency_ms': 2361.9}]"
hmx-0204,SUPPORTED,evdoc-96103df3efa9ef98,evdoc-96103df3efa9ef98,True,Flipkart notified a customer about an out-of-stock item 6 years after the purchase.,INSUFFICIENT_EVIDENCE,0.0,"The provided evidence discusses a different customer's experience with a long-standing order, but does not confirm or deny the specific claim about Flipkart notifying a customer about an out-of-stock item 6 years after the purchase.",,3,10446.3,True,"[{'rank': 1, 'doc_id': 'evdoc-96103df3efa9ef98', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses a different customer's experience with a long-standing order, but does not confirm or deny the specific claim about Flipkart notifying a customer about an out-of-stock item 6 years after the purchase."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses a different customer's experience with a long-standing order, but does not confirm or deny the specific claim about Flipkart notifying a customer about an out-of-stock item 6 years after the purchase."", 'latency_ms': 3593.1}, {'rank': 2, 'doc_id': 'evdoc-11e2a51a8865bea1', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Flipkart or out-of-stock items, thus it cannot be used to verify the claim about Flipkart notifying a customer about an out-of-stock item 6 years after the purchase.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Flipkart or out-of-stock items, thus it cannot be used to verify the claim about Flipkart notifying a customer about an out-of-stock item 6 years after the purchase.', 'latency_ms': 3793.5}, {'rank': 3, 'doc_id': 'evdoc-0bca12f2892cb6c0', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Flipkart, customer notifications, or out-of-stock items, thus it cannot be used to verify the claim.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Flipkart, customer notifications, or out-of-stock items, thus it cannot be used to verify the claim.', 'latency_ms': 3059.7}]"
hmx-0208,SUPPORTED,evdoc-ac0f7a0af1098cde,evdoc-ac0f7a0af1098cde,True,"Aaropi, a victim of gang rape, was granted bail after which Vijay Julius was killed.",INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information about Vijay Julius being killed after Aaropi's bail grant.,,3,8357.7,True,"[{'rank': 1, 'doc_id': 'evdoc-ac0f7a0af1098cde', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information about Vijay Julius being killed after Aaropi's bail grant."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Vijay Julius being killed after Aaropi's bail grant."", 'latency_ms': 2445.6}, {'rank': 2, 'doc_id': 'evdoc-b7ce44e39f2661dc', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence does not provide information about Aaropi or Vijay Julius, nor does it confirm or deny the specific events claimed in the claim.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence does not provide information about Aaropi or Vijay Julius, nor does it confirm or deny the specific events claimed in the claim.', 'latency_ms': 2998.5}, {'rank': 3, 'doc_id': 'evdoc-bbaf2e0fc84aa38f', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about Aaropi or Vijay Julius, nor does it provide details about a bail grant or a subsequent killing.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Aaropi or Vijay Julius, nor does it provide details about a bail grant or a subsequent killing.', 'latency_ms': 2913.6}]"
hmx-0211,SUPPORTED,evdoc-8d3afb8dcdded821,evdoc-8d3afb8dcdded821,True,RTC bus travel is free within the home district of Auraton in Andhra Pradesh starting from August 15.,INSUFFICIENT_EVIDENCE,0.0,"The evidence does not provide information about the free bus travel scheme being implemented within the home district of Auraton specifically, only mentioning a free bus travel scheme for women in Andhra Pradesh starting from August 15, 2025.",,3,9428.9,True,"[{'rank': 1, 'doc_id': 'evdoc-8d3afb8dcdded821', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The evidence does not provide information about the free bus travel scheme being implemented within the home district of Auraton specifically, only mentioning a free bus travel scheme for women in Andhra Pradesh starting from August 15, 2025.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence does not provide information about the free bus travel scheme being implemented within the home district of Auraton specifically, only mentioning a free bus travel scheme for women in Andhra Pradesh starting from August 15, 2025.', 'latency_ms': 3928.1}, {'rank': 2, 'doc_id': 'evdoc-3195fb784a7e71c6', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to RTC bus travel in Auraton, Andhra Pradesh or any details about traffic conditions or bus fares.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to RTC bus travel in Auraton, Andhra Pradesh or any details about traffic conditions or bus fares.', 'latency_ms': 2909.0}, {'rank': 3, 'doc_id': 'evdoc-6427eb49e4033649', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to RTC bus travel or any restrictions in Auraton, Andhra Pradesh.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to RTC bus travel or any restrictions in Auraton, Andhra Pradesh.', 'latency_ms': 2591.8}]"
hmx-0227,SUPPORTED,evdoc-1f0d8a0558b542f3,evdoc-1f0d8a0558b542f3,True,Akash Ambani considers work quality more important than quantity for his relationship.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence discusses Akash Ambani's views on work-life balance but does not specifically address whether he considers work quality more important than quantity for his relationship.,,3,9761.6,True,"[{'rank': 1, 'doc_id': 'evdoc-1f0d8a0558b542f3', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses Akash Ambani's views on work-life balance but does not specifically address whether he considers work quality more important than quantity for his relationship."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses Akash Ambani's views on work-life balance but does not specifically address whether he considers work quality more important than quantity for his relationship."", 'latency_ms': 3014.6}, {'rank': 2, 'doc_id': 'evdoc-7857a5a9518e948c', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses Sanjeev Sanyal's views on aspirations and the need for more billionaires in India, but does not provide any information about Akash Ambani's priorities regarding work quality versus quantity."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses Sanjeev Sanyal's views on aspirations and the need for more billionaires in India, but does not provide any information about Akash Ambani's priorities regarding work quality versus quantity."", 'latency_ms': 3534.5}, {'rank': 3, 'doc_id': 'evdoc-a468efa1a99e655e', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses Nita Ambani's role in organizing a wedding and does not provide any information about Akash Ambani's views on work quality versus quantity in his relationships."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses Nita Ambani's role in organizing a wedding and does not provide any information about Akash Ambani's views on work quality versus quantity in his relationships."", 'latency_ms': 3212.5}]"
hmx-0240,SUPPORTED,evdoc-6ab8884d11f518a1,evdoc-6ab8884d11f518a1,True,Arvind Kejriwal objected to the Supreme Court granting bail in an Excise policy case following an ED raid.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not directly address Arvind Kejriwal's objection to the Supreme Court granting bail in an Excise policy case following an ED raid. It only mentions his bail hearing and related legal actions.,,3,10115.0,True,"[{'rank': 1, 'doc_id': 'evdoc-6ab8884d11f518a1', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not directly address Arvind Kejriwal's objection to the Supreme Court granting bail in an Excise policy case following an ED raid. It only mentions his bail hearing and related legal actions."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not directly address Arvind Kejriwal's objection to the Supreme Court granting bail in an Excise policy case following an ED raid. It only mentions his bail hearing and related legal actions."", 'latency_ms': 3554.7}, {'rank': 2, 'doc_id': 'evdoc-ff7489fbc9004e56', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Arvind Kejriwal, bail in an Excise policy case, or an ED raid, which are key elements of the claim.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Arvind Kejriwal, bail in an Excise policy case, or an ED raid, which are key elements of the claim.', 'latency_ms': 3367.4}, {'rank': 3, 'doc_id': 'evdoc-92956ff0ce0de79d', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Arvind Kejriwal objecting to the Supreme Court granting bail in an Excise policy case following an ED raid.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Arvind Kejriwal objecting to the Supreme Court granting bail in an Excise policy case following an ED raid.', 'latency_ms': 3192.9}]"
hmx-0245,SUPPORTED,evdoc-5426dd8366c70534,evdoc-5426dd8366c70534,True,A mother sent an email to her son's employer after her son died due to workplace stress.,INSUFFICIENT_EVIDENCE,0.0,The evidence does not provide information about a mother sending an email to her son's employer after her son's death due to workplace stress; it describes a mother's reaction to her daughter's death at EY.,,3,9898.5,True,"[{'rank': 1, 'doc_id': 'evdoc-5426dd8366c70534', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence does not provide information about a mother sending an email to her son's employer after her son's death due to workplace stress; it describes a mother's reaction to her daughter's death at EY."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence does not provide information about a mother sending an email to her son's employer after her son's death due to workplace stress; it describes a mother's reaction to her daughter's death at EY."", 'latency_ms': 3553.3}, {'rank': 2, 'doc_id': 'evdoc-1f0d8a0558b542f3', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses Akash Ambani's views on work-life balance but does not provide any information about a mother sending an email to her son's employer after her son's death due to workplace stress."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses Akash Ambani's views on work-life balance but does not provide any information about a mother sending an email to her son's employer after her son's death due to workplace stress."", 'latency_ms': 3509.5}, {'rank': 3, 'doc_id': 'evdoc-d5e18a8c4263d484', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to a mother sending an email to her son's employer after her son died due to workplace stress."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to a mother sending an email to her son's employer after her son died due to workplace stress."", 'latency_ms': 2835.7}]"
hmx-0251,SUPPORTED,evdoc-111ce2c5ccccf7fe,evdoc-111ce2c5ccccf7fe,True,Azadi movement in Balochistan gained international support.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence discusses Mir Yar Baloch's declaration of independence from Pakistan but does not explicitly mention international support for the Azadi movement in Balochistan.,,3,9038.6,True,"[{'rank': 1, 'doc_id': 'evdoc-111ce2c5ccccf7fe', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses Mir Yar Baloch's declaration of independence from Pakistan but does not explicitly mention international support for the Azadi movement in Balochistan."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses Mir Yar Baloch's declaration of independence from Pakistan but does not explicitly mention international support for the Azadi movement in Balochistan."", 'latency_ms': 2977.0}, {'rank': 2, 'doc_id': 'evdoc-6427eb49e4033649', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence discusses protests related to the Muharram procession in Kumbhalgarh Fort in Rajasthan but does not provide any information about the Azadi movement in Balochistan or its international support.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses protests related to the Muharram procession in Kumbhalgarh Fort in Rajasthan but does not provide any information about the Azadi movement in Balochistan or its international support.', 'latency_ms': 3530.7}, {'rank': 3, 'doc_id': 'evdoc-9f2e9e57630e37b3', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to the Azadi movement in Balochistan or its international support.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to the Azadi movement in Balochistan or its international support.', 'latency_ms': 2530.9}]"
hmx-0253,SUPPORTED,evdoc-a8cb9c9ea159cd02,evdoc-a8cb9c9ea159cd02,True,Fans of Mumbai's Marine Drive experienced a change in weather.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain information about a change in weather during the T20 World Cup victory parade on Marine Drive.,,3,8872.3,True,"[{'rank': 1, 'doc_id': 'evdoc-a8cb9c9ea159cd02', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain information about a change in weather during the T20 World Cup victory parade on Marine Drive.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain information about a change in weather during the T20 World Cup victory parade on Marine Drive.', 'latency_ms': 2637.5}, {'rank': 2, 'doc_id': 'evdoc-cd4e36ca1bcddc3d', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence provided does not contain any information about Mumbai's Marine Drive or changes in weather experienced by fans there."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not contain any information about Mumbai's Marine Drive or changes in weather experienced by fans there."", 'latency_ms': 2485.1}, {'rank': 3, 'doc_id': 'evdoc-42956264af56abac', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence does not provide any information about the weather conditions on Mumbai's Marine Drive or any video related to the event."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence does not provide any information about the weather conditions on Mumbai's Marine Drive or any video related to the event."", 'latency_ms': 3749.7}]"
hmx-0284,SUPPORTED,evdoc-de18fec46bea709c,evdoc-de18fec46bea709c,True,Only two genders are considered acceptable by Trump during a national emergency declaration.,INSUFFICIENT_EVIDENCE,0.0,The provided text does not explicitly state or imply that only two genders are considered acceptable by Trump during a national emergency declaration. It discusses Trump's stance on various issues but does not provide specific information about gender categorization in emergencies.,,3,8556.8,True,"[{'rank': 1, 'doc_id': 'evdoc-de18fec46bea709c', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided text does not explicitly state or imply that only two genders are considered acceptable by Trump during a national emergency declaration. It discusses Trump's stance on various issues but does not provide specific information about gender categorization in emergencies."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided text does not explicitly state or imply that only two genders are considered acceptable by Trump during a national emergency declaration. It discusses Trump's stance on various issues but does not provide specific information about gender categorization in emergencies."", 'latency_ms': 3662.6}, {'rank': 2, 'doc_id': 'evdoc-9e81030db4ad2b9d', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not contain any information related to Donald Trump's stance on gender during national emergency declarations."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Donald Trump's stance on gender during national emergency declarations."", 'latency_ms': 2389.8}, {'rank': 3, 'doc_id': 'evdoc-c53bad7497e6b1c0', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence provided does not address or contradict the claim about Trump's stance on gender during a national emergency declaration."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not address or contradict the claim about Trump's stance on gender during a national emergency declaration."", 'latency_ms': 2504.4}]"
hmx-0292,SUPPORTED,evdoc-9608ca85a1163553,evdoc-0aa4768a5c39440a,False,A live performance led to a heart attack of a 45-year-old actor who had been working in the film industry.,CONTRADICTED,1.0,"The evidence clearly shows that the video in question does not contain any mention of a 45-year-old actor having a heart attack during a live performance, but rather shows old people criticizing the movie 'Baar Baar Dekho'.",3.0,3,10610.6,True,"[{'rank': 1, 'doc_id': 'evdoc-0aa4768a5c39440a', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about an actor having a heart attack during a live performance.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about an actor having a heart attack during a live performance.', 'latency_ms': 3598.3}, {'rank': 2, 'doc_id': 'evdoc-d5dd5f0d12012745', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about a heart attack or a 45-year-old actor in the film industry.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about a heart attack or a 45-year-old actor in the film industry.', 'latency_ms': 2685.6}, {'rank': 3, 'doc_id': 'evdoc-86f41a64df83c991', 'verdict': 'CONTRADICTED', 'confidence': 1.0, 'explanation': ""The evidence clearly shows that the video in question does not contain any mention of a 45-year-old actor having a heart attack during a live performance, but rather shows old people criticizing the movie 'Baar Baar Dekho'."", 'parse_success': True, 'raw_model_output': ""VERDICT: CONTRADICTED\nCONFIDENCE: 1.00\nEXPLANATION: The evidence clearly shows that the video in question does not contain any mention of a 45-year-old actor having a heart attack during a live performance, but rather shows old people criticizing the movie 'Baar Baar Dekho'."", 'latency_ms': 4326.7}]"
hmx-0297,SUPPORTED,evdoc-3361f6d918b694b4,evdoc-3361f6d918b694b4,True,A driver's account being blocked can lead to financial difficulties.,INSUFFICIENT_EVIDENCE,0.0,"The evidence provided does not contain information about financial difficulties resulting from a blocked account, only details about a delivery partner's emotional distress due to an account block.",,3,9164.0,True,"[{'rank': 1, 'doc_id': 'evdoc-3361f6d918b694b4', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The evidence provided does not contain information about financial difficulties resulting from a blocked account, only details about a delivery partner's emotional distress due to an account block."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The evidence provided does not contain information about financial difficulties resulting from a blocked account, only details about a delivery partner's emotional distress due to an account block."", 'latency_ms': 2951.2}, {'rank': 2, 'doc_id': 'evdoc-9fa6d881a730f9a3', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses overspending and benefits of UPI payments but does not directly address or support the claim about driver's accounts being blocked leading to financial difficulties."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses overspending and benefits of UPI payments but does not directly address or support the claim about driver's accounts being blocked leading to financial difficulties."", 'latency_ms': 2906.5}, {'rank': 3, 'doc_id': 'evdoc-238a3fd52e693881', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence discusses disruptions in DreamFolks' services affecting access to airport lounges but does not directly link these disruptions to financial difficulties for drivers or any driver's account being blocked."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence discusses disruptions in DreamFolks' services affecting access to airport lounges but does not directly link these disruptions to financial difficulties for drivers or any driver's account being blocked."", 'latency_ms': 3306.3}]"
hmx-0326,SUPPORTED,evdoc-56dcfc2fc8d2e22c,evdoc-56dcfc2fc8d2e22c,True,"Tesla has opened its first showroom in Mumbai, India.",CONTRADICTED,1.0,"The evidence clearly states that Tesla is opening its first showroom in Mumbai on July 15, 2025, not in 2023 as claimed in the original statement.",1.0,1,3745.2,True,"[{'rank': 1, 'doc_id': 'evdoc-56dcfc2fc8d2e22c', 'verdict': 'CONTRADICTED', 'confidence': 1.0, 'explanation': 'The evidence clearly states that Tesla is opening its first showroom in Mumbai on July 15, 2025, not in 2023 as claimed in the original statement.', 'parse_success': True, 'raw_model_output': 'VERDICT: CONTRADICTED\nCONFIDENCE: 1.00\nEXPLANATION: The evidence clearly states that Tesla is opening its first showroom in Mumbai on July 15, 2025, not in 2023 as claimed in the original statement.', 'latency_ms': 3745.2}]"
hmx-0339,CONTRADICTED,evdoc-2cabf65026eb7f9e,evdoc-2cabf65026eb7f9e,True,"Vijay Mallya borrowed 70,000 CR of Robux from SBI to resell Kingfisher Airlines on Roblox.",INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not contain any information about Vijay Mallya borrowing Robux or any financial details related to Roblox.,,3,8067.9,True,"[{'rank': 1, 'doc_id': 'evdoc-2cabf65026eb7f9e', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about Vijay Mallya borrowing Robux or any financial details related to Roblox.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about Vijay Mallya borrowing Robux or any financial details related to Roblox.', 'latency_ms': 2788.0}, {'rank': 2, 'doc_id': 'evdoc-34274762df1bc256', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to Vijay Mallya, Robux, or any financial transactions involving Roblox.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to Vijay Mallya, Robux, or any financial transactions involving Roblox.', 'latency_ms': 2708.5}, {'rank': 3, 'doc_id': 'evdoc-ae64370f65b5f393', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not address or contradict the claim about Vijay Mallya borrowing Robux from SBI.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not address or contradict the claim about Vijay Mallya borrowing Robux from SBI.', 'latency_ms': 2571.4}]"
hmx-0345,CONTRADICTED,evdoc-ceb85c2b5dd4f4cb,evdoc-6ab8884d11f518a1,False,BALRAJ SINGH is facing charges of cheating.,INSUFFICIENT_EVIDENCE,0.0,The provided evidence does not mention BALRAJ SINGH or any charges of cheating. It discusses Arvind Kejriwal's bail hearing in an excise policy scam case.,,3,8077.4,True,"[{'rank': 1, 'doc_id': 'evdoc-6ab8884d11f518a1', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': ""The provided evidence does not mention BALRAJ SINGH or any charges of cheating. It discusses Arvind Kejriwal's bail hearing in an excise policy scam case."", 'parse_success': True, 'raw_model_output': ""VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not mention BALRAJ SINGH or any charges of cheating. It discusses Arvind Kejriwal's bail hearing in an excise policy scam case."", 'latency_ms': 3234.4}, {'rank': 2, 'doc_id': 'evdoc-4cf9d8660be05a19', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information related to BALRAJ SINGH or any charges of cheating.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information related to BALRAJ SINGH or any charges of cheating.', 'latency_ms': 2362.4}, {'rank': 3, 'doc_id': 'evdoc-8b82186e4a0abc60', 'verdict': 'INSUFFICIENT_EVIDENCE', 'confidence': 0.0, 'explanation': 'The provided evidence does not contain any information about BALRAJ SINGH or any charges of cheating.', 'parse_success': True, 'raw_model_output': 'VERDICT: INSUFFICIENT_EVIDENCE\nEXPLANATION: The provided evidence does not contain any information about BALRAJ SINGH or any charges of cheating.', 'latency_ms': 2480.6}]"
hmx-0364,SUPPORTED,evdoc-6657f9be1e91ed97,evdoc-6657f9be1e91ed97,True,The deadline for sharing electoral bond data was extended by the Supreme Court.,CONTRADICTED,1.0,"The evidence states that the Supreme Court initially required the State Bank of India (SBI) to provide details of electoral bonds purchased from April 12, 2019 to February 15, 2024, and the dates of purchase, names of purchasers, denominations of bonds purchased, and details of bonds redeemed by political parties, including the dates of",1.0,1,5765.5,True,"[{'rank': 1, 'doc_id': 'evdoc-6657f9be1e91ed97', 'verdict': 'CONTRADICTED', 'confidence': 1.0, 'explanation': 'The evidence states that the Supreme Court initially required the State Bank of India (SBI) to provide details of electoral bonds purchased from April 12, 2019 to February 15, 2024, and the dates of purchase, names of purchasers, denominations of bonds purchased, and details of bonds redeemed by political parties, including the dates of', 'parse_success': True, 'raw_model_output': 'VERDICT: CONTRADICTED\nCONFIDENCE: 1.00\nEXPLANATION: The evidence states that the Supreme Court initially required the State Bank of India (SBI) to provide details of electoral bonds purchased from April 12, 2019 to February 15, 2024, and the dates of purchase, names of purchasers, denominations of bonds purchased, and details of bonds redeemed by political parties, including the dates of', 'latency_ms': 5765.5}]"
